cr_film_id,url,title,original_title,year,preferred_lang_class,display_name,candidate_count,failure_reasons,candidate_upload_ids
8664,https://ceskarepublika.wiki/filmy-online/moje-tlusta-recka-svatba-3,Moje tlustá řecká svatba 3,My Big Fat Greek Wedding 3,2023,CZ_DUB,Moje tlustá řecká svatba 3 (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/moje-tlusta-recka-svatba-3-2023-cz-dab-1080p/9ceda73661596668,9ceda73661596668
14466,https://ceskarepublika.wiki/filmy-online/muzem-i-s-muzem,Můžem i s mužem,Můžem i s mužem,2023,CZ_DUB,Můžem i s mužem (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/muzem-i-s-muzem-2023-cz-dabing-mp4/79756fe1d9c7289e,79756fe1d9c7289e
9762,https://ceskarepublika.wiki/filmy-online/mercy-2023,Nemocnice Mercy,Mercy,2023,CZ_DUB,Nemocnice Mercy (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/mercy-2023-cz-dabing-1080p-mkv/6667050da545349d,6667050da545349d
5844,https://ceskarepublika.wiki/filmy-online/nekdo-klepe-na-dvere,Někdo klepe na dveře,Knock at the Cabin,2023,CZ_DUB,Někdo klepe na dveře (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/nekdo-klepe-na-dvere-2023-czdab/ca04af4fbb8bc32c,ca04af4fbb8bc32c
15930,https://ceskarepublika.wiki/filmy-online/o-malych-vecech,O malých věcech,O malých věcech,2023,CZ_NATIVE,O malých věcech (2023) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/o-malych-vecech-2023-cz-mp4/bcdba912f60f894c,bcdba912f60f894c
5830,https://ceskarepublika.wiki/filmy-online/operace-napoleon,Operace Napoleon,Napóleonsskjölin,2023,CZ_DUB,Operace Napoleon (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/operace-napoleon-2023-cz-dabing-mp4/c7e77f803b43cb92,c7e77f803b43cb92
14493,https://ceskarepublika.wiki/filmy-online/ozi-hlas-pralesa,Ozi: Hlas pralesa,OZI: Voice of the Forest,2023,CZ_DUB,Ozi: Hlas pralesa (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/ozi-hlas-pralesa-2023-cz-dab-1080p/9df0e52e36667ec4,9df0e52e36667ec4
3641,https://ceskarepublika.wiki/filmy-online/ptaci-stehovaci,Ptáci stěhováci,Migration,2023,CZ_NATIVE,Ptáci stěhováci (2023) CZ,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/ptaci-stehovaci-2023/98b86b78daeb2890 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/ptaci-stehovaci-2023/df07e925d05770dc,98b86b78daeb2890;df07e925d05770dc
4509,https://ceskarepublika.wiki/filmy-online/renfield,Renfield,Renfield,2023,CZ_DUB,Renfield (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/renfield-2023-cz-dabing-hd-mp4/616b4937d085672c,616b4937d085672c
5793,https://ceskarepublika.wiki/filmy-online/s-tebou-nikdy,S tebou nikdy,Anyone But You,2023,CZ_DUB,S tebou nikdy (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/s-tebou-nikdy-2023-cz-dabing-1/2cc2b5aa0f5a8977,2cc2b5aa0f5a8977
15655,https://ceskarepublika.wiki/filmy-online/sberatel-andelu,Sběratel andělů,Englemageren,2023,CZ_NATIVE,Sběratel andělů (2023) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/sberatel-andelu-2023-cz-dabing-mp4/194011912ddcbde4,194011912ddcbde4
15469,https://ceskarepublika.wiki/filmy-online/stiny-nevlastni-krve,Stíny nevlastní krve,Stalked by My Stepsister,2023,CZ_DUB,Stíny nevlastní krve (2023) CZ Dabing,1,resolve_failed: no videos.push() blocks found at https://prehraj.to/stiny-nevlastni-krve-2023-cz-dabing-hd-mp4/84014e25a939371d,84014e25a939371d
15872,https://ceskarepublika.wiki/filmy-online/tatami,Tatami,Tatami,2023,CZ_DUB,Tatami (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tatami-2024-cz-dabing-full-hd-thriller-top-kvalita-1084066-mp4/f28c5e5aa6c1786c,f28c5e5aa6c1786c
6515,https://ceskarepublika.wiki/filmy-online/tlapkova-patrola-ve-velkofilmu,Tlapková patrola ve velkofilmu,PAW Patrol: The Mighty Movie,2023,CZ_DUB,Tlapková patrola ve velkofilmu (2023) CZ Dabing,4,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tlapkova-patrola-ve-velkofilmu-2023-cz-dabing-mp4/9509b8e8398c5e29 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tlapkova-patrola-ve-velkofilmu-2023-cz-dabing-mp4/abd72be610d14f0b | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tlapkova-patrola-ve-velkofilmu-2023-cz-dabing/17175fd707a8deb8 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tlapkova-patrola-ve-velkofilmu-2023-cz-dabing/ba1191db9b6a8d85,9509b8e8398c5e29;ba1191db9b6a8d85;abd72be610d14f0b;17175fd707a8deb8
6188,https://ceskarepublika.wiki/filmy-online/trollove-3,Trollové 3,Trolls Band Together,2023,CZ_DUB,Trollové 3 (2023) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/trollove-3-2023-cz-dab-1080p/36a16bcef33813dd | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/trollove-3-animovany-2023-cz-dab/f483886d64e4741d,36a16bcef33813dd;f483886d64e4741d
7522,https://ceskarepublika.wiki/filmy-online/vikingove-ztracene-kralovstvi,Una pasión inmortal,Una pasión inmortal,2023,CZ_NATIVE,Una pasión inmortal (2023) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/aquaman-a-ztracene-kralovstvi-2022-cz-dabing-mp4/bc8944ec69276693,bc8944ec69276693
16000,https://ceskarepublika.wiki/filmy-online/v-pasti-duvery,V pasti důvěry,Abducted by My Teacher: The Elizabeth Thomas Story,2023,CZ_DUB,V pasti důvěry (2023) CZ Dabing,1,resolve_failed: no videos.push() blocks found at https://prehraj.to/v-pasti-duvery-2023-cz-dabing-hd-mp4/6c233759391f285c,6c233759391f285c
8881,https://ceskarepublika.wiki/filmy-online/vlastni-krev,Vlastní krev,Transfusion,2023,CZ_DUB,Vlastní krev (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/vlastni-krev-2023-cz-dab-1080p/61c211dd98429742,61c211dd98429742
15928,https://ceskarepublika.wiki/filmy-online/vypecene-zlociny-osudovy-slib,Vypečené zločiny: Osudový slib,Curious Caterer: Fatal Vows,2023,CZ_DUB,Vypečené zločiny: Osudový slib (2023) CZ Dabing,1,resolve_failed: no videos.push() blocks found at https://prehraj.to/vypecene-zlociny-osudovy-slib-2023-cz-dabing-hd-mp4/f4077d46bda2132b,f4077d46bda2132b
10157,https://ceskarepublika.wiki/filmy-online/utok,Útok,Ambush,2023,CZ_DUB,Útok (2023) CZ Dabing,6,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/utok-ambush-2023-cz-dab-mp4/4a734051daeab375 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/utok-ambush-2023-cz-dab-mp4/51883ed532c5000f | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/utok-ambush-2023-cz-dab-mp4/537a7037f3efcab8 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/utok-ambush-2023-cz-dab-mp4/bb4e8a6aabb9e356 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/utok-ambush-2023-cz-dab-mp4/d80734d2c500b0ae | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/utok-ambush-2023-cz-dab-mp4/f2dab2e7f0fad7ab,51883ed532c5000f;4a734051daeab375;537a7037f3efcab8;d80734d2c500b0ae;bb4e8a6aabb9e356;f2dab2e7f0fad7ab
7783,https://ceskarepublika.wiki/filmy-online/stastne-a-krvave,Šťastné a krvavé,There's Something in the Barn,2023,CZ_DUB,Šťastné a krvavé (2023) CZ Dabing,1,resolve_failed: no videos.push() blocks found at https://prehraj.to/stastne-a-krvave-2023-cz-dabing-hd-mp4/b849beeeaf1e8a37,b849beeeaf1e8a37
1594,https://ceskarepublika.wiki/filmy-online/zelvy-ninja-mutanti-chaos,Želvy Ninja: Mutantí chaos,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,CZ_DUB,Želvy Ninja: Mutantí chaos (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/zelvy-ninja-mutanti-chaos-2023-cz-dabing/7a54649de1d95653,7a54649de1d95653
36905,https://ceskarepublika.wiki/filmy-online/zivot-kotete,Život kotěte,"Mon chat et moi, la grande aventure de Rroû",2023,CZ_DUB,Život kotěte (2023) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/zivot-kotete-2023-cz-dabing-hd-1080p/a85f2c0eca076a2d,a85f2c0eca076a2d
4074,https://ceskarepublika.wiki/filmy-online/abigail,Abigail,Abigail,2024,CZ_DUB,Abigail (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/abigail-2024-cz-dab-1080p/7c051782ffbcd456,7c051782ffbcd456
4917,https://ceskarepublika.wiki/filmy-online/back-to-black,Back to Black,Back to Black,2024,CZ_DUB,Back to Black (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/back-to-black-2024-cz-dab-1080p/af82266509552db3,af82266509552db3
16384,https://ceskarepublika.wiki/filmy-online/bob-a-bobek-ve-filmu-na-stope-mrkvojeda,Bob a Bobek ve filmu: Na stopě Mrkvojeda,Bob a Bobek ve filmu: Na stopě Mrkvojeda,2024,CZ_NATIVE,Bob a Bobek ve filmu: Na stopě Mrkvojeda (2024) CZ,1,resolve_failed: no videos.push() blocks found at https://prehraj.to/bob-a-bobek-ve-filmu-na-stope-mrkvojeda-mp4/104cb2c9cf63b398,104cb2c9cf63b398
31483,https://ceskarepublika.wiki/filmy-online/bratri-menendezovi,Bratři Menendézovi,The Menendez Brothers,2024,CZ_DUB,Bratři Menendézovi (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/bratri-menendezovi-2024-cz-dabing-mp4/e1a1a1eb4ac70607,e1a1a1eb4ac70607
1576,https://ceskarepublika.wiki/filmy-online/brutalista,Brutalista,The Brutalist,2024,CZ_DUB,Brutalista (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/the-brutalist-brutalista-2024-drama-czdab-mp4/77c6f2b58253ca70,77c6f2b58253ca70
15275,https://ceskarepublika.wiki/filmy-online/cesta-za-legendou,Cesta za legendou,"Zak & Wowo, la légende de Lendarys",2024,CZ_DUB,Cesta za legendou (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/cesta-za-legendou-2024-cz-dab-1080p/c2aab80f1a5cf9b0,c2aab80f1a5cf9b0
15995,https://ceskarepublika.wiki/filmy-online/dej-si-pohov-mladej-2,"Dej si pohov, mladej! 2",Maison de retraite 2,2024,CZ_DUB,"Dej si pohov, mladej! 2 (2024) CZ Dabing",1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dej-si-pohov-mladej-2-2024-cz-dabing/4a77ae604f92ab29,4a77ae604f92ab29
7169,https://ceskarepublika.wiki/filmy-online/ella-a-cerny-jaguar,Ella a černý jaguár,Le Dernier Jaguar,2024,CZ_DUB,Ella a černý jaguár (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/ella-a-cerny-jaguar-2024-cz-dab-1080p/e97200dc095937dd,e97200dc095937dd
31401,https://ceskarepublika.wiki/filmy-online/gabriela-soukalova-pravda-se-porad-vyplati,Gabriela Soukalová: Pravda se pořád vyplatí,,2024,CZ_DUB,Gabriela Soukalová: Pravda se pořád vyplatí (2024) CZ Dabing,2,resolve_failed: no videos.push() blocks found at https://prehraj.to/gabriela-soukalova-pravda-se-porad-vyplati-2024-czdab-mp4/fe0c360cb4bc74a5 | resolve_failed: no videos.push() blocks found at https://prehraj.to/gabriela-soukalova-pravda-se-porad-vyplati-2024-czdabing-mp4/472bb531db41240e,fe0c360cb4bc74a5;472bb531db41240e
4456,https://ceskarepublika.wiki/filmy-online/imaginarni-pratele,Imaginární přátelé,IF,2024,CZ_NATIVE,Imaginární přátelé (2024) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/imaginarni-pratele-2024-cz-dabing-mp4/88c773f7940bd63d,88c773f7940bd63d
16170,https://ceskarepublika.wiki/filmy-online/influencerky,Influencerky,Dziewczyna influencera,2024,CZ_DUB,Influencerky (2024) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/influencerky-2024-cz-dab-1080p-mp4/88fe5514d85e4273 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/influencerky-2024-cz-dab-1080p/484a8bf121097d36,88fe5514d85e4273;484a8bf121097d36
15967,https://ceskarepublika.wiki/filmy-online/julie-mlci,Julie mlčí,Julie zwijgt,2024,CZ_DUB,Julie mlčí (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/julie-mlci-2024-cz-dab-1080p/b017675bb54f8d1a,b017675bb54f8d1a
5758,https://ceskarepublika.wiki/filmy-online/ja-rebelka,"Já, rebelka",Rebellious,2024,CZ_DUB,"Já, rebelka (2024) CZ Dabing",1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/ja-rebelka-cz-dabing/87b3be08cc645258,87b3be08cc645258
16069,https://ceskarepublika.wiki/filmy-online/kdo-je-kdo-2024,Kdo je kdo?,¿Quién es quién?,2024,CZ_DUB,Kdo je kdo? (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/kdo-je-kdo-2024-cz-dab-1080p/be4552e3a8da963f,be4552e3a8da963f
8640,https://ceskarepublika.wiki/filmy-online/kocka-a-pes-silene-dobrodruzstvi,Kočka a pes: Šílené dobrodružství,Chien et Chat,2024,CZ_DUB,Kočka a pes: Šílené dobrodružství (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/kocka-a-pes-silene-dobrodruzstvi-2024-cz-dab-1080p/f6954b74e4586254,f6954b74e4586254
4927,https://ceskarepublika.wiki/filmy-online/kung-fu-panda-4,Kung Fu Panda 4,Kung Fu Panda 4,2024,CZ_DUB,Kung Fu Panda 4 (2024) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/kung-fu-panda-4-2024-cz-dabing-4k-2160p/1165b48a2281b130 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/kung-fu-panda-4-2024-cz-dabing-4k-2160p/d325456480cdcb75,1165b48a2281b130;d325456480cdcb75
5800,https://ceskarepublika.wiki/filmy-online/kuryr-z-madridu,Kurýr z Madridu,El correo,2024,CZ_DUB,Kurýr z Madridu (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/kuryr-z-madridu-2024-czdab/663eb7fb5cb53,663eb7fb5cb53
10107,https://ceskarepublika.wiki/filmy-online/madam-web,Madam Web,Madame Web,2024,CZ_DUB,Madam Web (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/madam-web-dakota-johnson-sydney-sweeney-celeste-o-connor-2024-akcni-dobrodruzny-sci-fi-bdrip-1080p-cz-dabing/c53d00b0f9059276,c53d00b0f9059276
15992,https://ceskarepublika.wiki/filmy-online/mnichov-1972-2024,Mnichov 1972,September 5,2024,CZ_DUB,Mnichov 1972 (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/mnichov-1972-2024-cz-dabing-full-hd-thriller-top-kvalita-1211472/66696f0e0e9b2835,66696f0e0e9b2835
15864,https://ceskarepublika.wiki/filmy-online/most-v-ohni,Most v ohni,Aftermath,2024,CZ_DUB,Most v ohni (2024) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/most-v-ohni-2024-cz-dab-1080p-mp4/2a2a378cccb6a1c6 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/most-v-ohni-2024-cz-dab-1080p/810609e9591065ab,810609e9591065ab;2a2a378cccb6a1c6
8126,https://ceskarepublika.wiki/filmy-online/nikdy-se-nepoustej,Nikdy se nepouštěj,Never Let Go,2024,CZ_NATIVE,Nikdy se nepouštěj (2024) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/nikdy-nerikej-nikdy-2023/91e4d59006cf207b,91e4d59006cf207b
8092,https://ceskarepublika.wiki/filmy-online/odvazna-emma,Odvážná Emma,Emma's Big Adventure,2024,CZ_DUB,Odvážná Emma (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/odvazna-emma-2024-cz-dab-1080p/9ad017befac0857d,9ad017befac0857d
8137,https://ceskarepublika.wiki/filmy-online/panenky-na-uteku,Panenky na útěku,Drive-Away Dolls,2024,CZ_DUB,Panenky na útěku (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/panenky-na-uteku-2024-cz-dab-1080p/8730754cad77eb02,8730754cad77eb02
8134,https://ceskarepublika.wiki/filmy-online/prazdniny-s-brouckem,Prázdniny s Broučkem,Prázdniny s Broučkem,2024,CZ_NATIVE,Prázdniny s Broučkem (2024) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/prazdniny-s-brouckem-2024/fc3319b777c087b8,fc3319b777c087b8
14965,https://ceskarepublika.wiki/filmy-online/s-vetrem-o-zavod,S větrem o závod,On Swift Horses,2024,CZ_DUB,S větrem o závod (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/s-vetrem-o-zavod-2024-cz-dab-1080p/d3b11de51f57af0e,d3b11de51f57af0e
8644,https://ceskarepublika.wiki/filmy-online/cellar-door,Sklep,Cellar Door,2024,CZ_DUB,Sklep (2024) CZ Dabing,4,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/sklep-2024-cz-dab-1080p/8ad59ce8adf22ad2 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/sklep-2024-cz-dab-1080p/9cb5a47dc7cf1540 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/sklep-cellar-door-2024-cz-dabing-mkv/75456eab7bb46b5c | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/sklep-cellar-door-2024-cz-dabing/644b5dd2419ac50e,8ad59ce8adf22ad2;9cb5a47dc7cf1540;644b5dd2419ac50e;75456eab7bb46b5c
36956,https://ceskarepublika.wiki/filmy-online/superbraska,Superbráška,Super Charlie,2024,CZ_DUB,Superbráška (2024) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/superbraska-2024-cz-dab-1080p/1879d94a3e10100e,1879d94a3e10100e
16208,https://ceskarepublika.wiki/filmy-online/superskritkove,Superskřítkové,"Die Heinzels: Neue Mützen, Neue Mission",2024,CZ_DUB,Superskřítkové (2024) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/superskritkove-2024-cz-dab-1080p-mp4/e06a2846d544dc73 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/superskritkove-2024-cz-dab-1080p/5699464ac16df046,e06a2846d544dc73;5699464ac16df046
9313,https://ceskarepublika.wiki/filmy-online/tarot,Tarot,Tarot,2024,CZ_DUB,Tarot (2024) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tarot-2024-cz-dab-1080p/11828fe0c90d99cb | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tarot-2024-cz-dabing-mp4/341f0e126721c93d | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tarot-2024-cz-dabing/14fb51b02fa0f799,11828fe0c90d99cb;14fb51b02fa0f799;341f0e126721c93d
4903,https://ceskarepublika.wiki/filmy-online/tiche-misto-prvni-den,Tiché místo: První den,A Quiet Place: Day One,2024,CZ_DUB,Tiché místo: První den (2024) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tiche-misto-prvni-den-1080p-2024-cz-dabing-mkv/e3fa134835828bc1 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tiche-misto-prvni-den-2024-cz-dab-1080p/abe831dd66f5e37a | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/tiche-misto-prvni-den-web-dl-cz-dabing-2024-1080p/a79cee9dae97679d,abe831dd66f5e37a;e3fa134835828bc1;a79cee9dae97679d
13932,https://ceskarepublika.wiki/filmy-online/vlastne-te-mam-rada-tati,"Vlastně tě mám ráda, tati",Goodrich,2024,CZ_DUB,"Vlastně tě mám ráda, tati (2024) CZ Dabing",2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/vlastne-te-mam-rada-tati-2024-cz-dab-1080p-mp4/04ea71f0fabfe5c4 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/vlastne-te-mam-rada-tati-2024-cz-dab-1080p-mp4/b48dbbb15d0b600a,b48dbbb15d0b600a;04ea71f0fabfe5c4
15972,https://ceskarepublika.wiki/filmy-online/vrazda-na-splatky,Vražda na splátky,"Blackmail, Lies and Murder",2024,CZ_DUB,Vražda na splátky (2024) CZ Dabing,1,resolve_failed: no videos.push() blocks found at https://prehraj.to/vrazda-na-splatky-kelsey-mckean-lauren-pike-nick-ritacco-2024-thriller-bdrip-1080p-cz-dabing-mp4/bf9ae4090abf6f24,bf9ae4090abf6f24
8118,https://ceskarepublika.wiki/filmy-online/vyjimecny-stav,Výjimečný stav,Výjimečný stav,2024,CZ_NATIVE,Výjimečný stav (2024) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/vyjimecny-stav-2024-mp4/a581dbc74e42b52a,a581dbc74e42b52a
16292,https://ceskarepublika.wiki/filmy-online/uhlavni-kamaradky,Úhlavní kamarádky,What Happens in Miami,2024,CZ_DUB,Úhlavní kamarádky (2024) CZ Dabing,2,resolve_failed: no videos.push() blocks found at https://prehraj.to/uhlavni-kamaradky-2024-cz-dab-1080p-mp4/2f622b042be54628 | resolve_failed: no videos.push() blocks found at https://prehraj.to/uhlavni-kamaradky-2024-cz-dabing-1080p-mkv-mp4/0ba936e084001875,2f622b042be54628;0ba936e084001875
37215,https://ceskarepublika.wiki/filmy-online/architekt-2025,Architekt,The Great Arch,2025,CZ_DUB,Architekt (2025) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/architekt-2025-cz-dab-1080p/bb281716e0feae7a | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/architekt-2025-cz-dabing-1080p-mkv/b7eb81b80b0a0c5c | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/architekt-l-inconnu-de-la-grande-arche-2025-cz-dabing-mkv/a17d3785a36f2214,bb281716e0feae7a;b7eb81b80b0a0c5c;a17d3785a36f2214
4879,https://ceskarepublika.wiki/filmy-online/blazniva-strela-2025,Bláznivá střela,The Naked Gun,2025,CZ_DUB,Bláznivá střela (2025) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/blazniva-strela-2025-1080p-cz-dabing/914944ecbe29bc8c | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/blazniva-strela-the-naked-gun-2025-cz-mp4/0ef0e6ea3bae7751,914944ecbe29bc8c;0ef0e6ea3bae7751
16333,https://ceskarepublika.wiki/filmy-online/bubak,Bubák,Bubák,2025,CZ_NATIVE,Bubák (2025) CZ,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/bubak-2025-ceska-novinka-mp4/6c108c11602f7b1a | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/bubak-2025-ceska-novinka-mp4/a006d40ed227a48d,a006d40ed227a48d;6c108c11602f7b1a
34402,https://ceskarepublika.wiki/filmy-online/christy,Christy,,2025,CZ_DUB,Christy (2025) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/christy-2025-cz-dabing-mp4/31423b09ad1126b4 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/christy-2025-cz-dabing-mp4/8f472eaa1610c8e9,31423b09ad1126b4;8f472eaa1610c8e9
1268,https://ceskarepublika.wiki/filmy-online/dj-ahmet,DJ Ahmet,Диџеј Ахмет,2025,CZ_DUB,DJ Ahmet (2025) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dj-ahmet-2025-cz-dabing-full-hd-drama-top-kvalita-1400743/f694dd577435ebf5,f694dd577435ebf5
5321,https://ceskarepublika.wiki/filmy-online/dokonala-shoda,Dokonalá shoda,Materialists,2025,CZ_DUB,Dokonalá shoda (2025) CZ Dabing,4,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dokonala-shoda-materialists-2025-cz-dabing-100/73455ae0a04961dc | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dokonala-shoda-materialists-2025-cz-dabing-behe/63b95bbd465a74b2 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dokonala-shoda-materialists-2025-cz-dabing-bh/c2368eadbaad57d8 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dokonala-shoda-materialists-2025-cz-dabing/f8075f868698b17d,73455ae0a04961dc;c2368eadbaad57d8;f8075f868698b17d;63b95bbd465a74b2
15869,https://ceskarepublika.wiki/filmy-online/dospelost,Dospělost,Adulthood,2025,CZ_DUB,Dospělost (2025) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dospelost-2025-cz-dab-1080p/5727247ad44b8773 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dospelostt-adulthood-cz-dabing-2025-mkv/453f4ebb34e40d68 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dospelostt-adulthood-cz-dabing-2025/b74d9a785fcea5a9,5727247ad44b8773;453f4ebb34e40d68;b74d9a785fcea5a9
